Gene names	Accession IDs	Copy number	Rank	Cell type	Experiment type	Fraction	Condition	label
LRRK1	Q3UHC2;Q3UHC2-3	166.457	7171.0	Microglia	Fractionated	2	young	Microglia_young
LRRK2	Q5S006	5.71189	7690.0	Microglia	Fractionated	2	young	Microglia_young
MAPK8IP3	K3W4S4;Q9ESN9-6;Q9ESN9;J3QNR6;Q9ESN9-4	2205.13	5440.0	Microglia	Fractionated	2	young	Microglia_young
PPM1H	Q3UYC0;Q3UYC0-2	21080.2	3025.0	Microglia	Fractionated	2	young	Microglia_young
RAB10	P61027	876907.0	411.0	Microglia	Fractionated	2	young	Microglia_young
RAB12	A2CG35	34925.6	2474.0	Microglia	Fractionated	2	young	Microglia_young
RAB1B	Q9D1G1	924730.0	395.0	Microglia	Fractionated	2	young	Microglia_young
RAB29	E9QLQ7;Q91YQ1	43399.2	2255.0	Microglia	Fractionated	2	young	Microglia_young
RAB35	Q6PHN9	322199.0	775.0	Microglia	Fractionated	2	young	Microglia_young
RAB3A	P63011	64129.9	1892.0	Microglia	Fractionated	2	young	Microglia_young
RAB3D	P35276;D3YWL1;D3YW33	43962.5	2239.0	Microglia	Fractionated	2	young	Microglia_young
RAB43	Q8CG50;D3Z444	471094.0	607.0	Microglia	Fractionated	2	young	Microglia_young
RAB7A	P51150	3216930.0	122.0	Microglia	Fractionated	2	young	Microglia_young
RAB8A	P55258	792865.0	440.0	Microglia	Fractionated	2	young	Microglia_young
RAB8B	P61028	454238.0	620.0	Microglia	Fractionated	2	young	Microglia_young
RILPL1	Q9JJC6	19747.8	3095.0	Microglia	Fractionated	2	young	Microglia_young
RILPL2	Q99LE1	251403.0	908.0	Microglia	Fractionated	2	young	Microglia_young
SPAG9	Q58A65-2;Q58A65-5;Q58A65-6;Q58A65-3;F8WH31;E9PUD1;Q58A65-4;Z4YMB8	11325.9	3721.0	Microglia	Fractionated	2	young	Microglia_young
SPAG9	Q58A65;F6SH61	110.37	7316.0	Microglia	Fractionated	2	young	Microglia_young
VPS35	Q9EQH3	207342.0	1017.0	Microglia	Fractionated	2	young	Microglia_young
SPTAN1	A3KGU7	16934.9	3269.0	Microglia	Fractionated	2	young	Microglia_young
TUBB4B	P68372	3791020.0	96.0	Microglia	Fractionated	2	young	Microglia_young
TUBA1B	P05213	3093230.0	126.0	Microglia	Fractionated	2	young	Microglia_young
ACTB	P60710;E9Q1F2	44063200.0	4.0	Microglia	Fractionated	2	young	Microglia_young
CKB	Q04447	2108830.0	203.0	Microglia	Fractionated	2	young	Microglia_young
CLTC	Q68FD5;Q5SXR6	189402.0	1069.0	Microglia	Fractionated	2	young	Microglia_young
PKM	P52480-2	3905170.0	93.0	Microglia	Fractionated	2	young	Microglia_young
SPTBN1	Q62261	15146.4	3393.0	Microglia	Fractionated	2	young	Microglia_young
ATP5A1	Q03265;D3Z6F5	2135590.0	199.0	Microglia	Fractionated	2	young	Microglia_young
HSPA8	P63017;Q504P4	3777640.0	97.0	Microglia	Fractionated	2	young	Microglia_young
ENO1	P17182;Q6PHC1	10164300.0	29.0	Microglia	Fractionated	2	young	Microglia_young
ATP5B	P56480	2399850.0	179.0	Microglia	Fractionated	2	young	Microglia_young
GAPDH	P16858;S4R257	12961000.0	22.0	Microglia	Fractionated	2	young	Microglia_young
ACO2	Q99KI0	344005.0	743.0	Microglia	Fractionated	2	young	Microglia_young
ATP1A2	Q6PIE5;D3YYN7;D3YVX6	79820.1	1714.0	Microglia	Fractionated	2	young	Microglia_young
ALDOA	A6ZI44	3410400.0	113.0	Microglia	Fractionated	2	young	Microglia_young
YWHAE	P62259;D6REF3	5831930.0	51.0	Microglia	Fractionated	2	young	Microglia_young
