Gene names	Accession IDs	Copy number	Rank	Cell type	Experiment type	Fraction	Condition	label
LRRK1	Q3UHC2;Q3UHC2-3	0.0		Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
LRRK2	Q5S006	4.26355	9109.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
MAPK8IP3	K3W4S4;Q9ESN9-6;Q9ESN9;J3QNR6;Q9ESN9-4	20750.5	2847.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
PPM1H	Q3UYC0;Q3UYC0-2	3269.7	5352.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB10	P61027	1188810.0	223.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB12	A2CG35	92885.3	1375.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB1B	Q9D1G1	757903.0	304.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB29	E9QLQ7;Q91YQ1	2327.91	5821.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB35	Q6PHN9	63268.3	1674.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB3A	P63011	352201.0	547.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB3B	Q9CZT8;A2A7Z6	19323.4	2947.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB3D	P35276;D3YWL1;D3YW33	56717.5	1770.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB43	Q8CG50;D3Z444	1298.81	6583.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
RAB7A	P51150	1014500.0	252.0	Oligodendrocytes	Fractionated	2	div2.5	Oligodendrocytes_div2.5
